ID,Year,Edition,Expansion,Number,Team,Name,Points,Icons,Position1,Position2,Hand,OnBase,Out_H,HR_H,Speed,Control,Out_P,HR_P,IP,PU,SO,GB,FB,BB,Single,SinglePlus,Double,Triple,HR,Def_C,Def_1B,Def_2B,Def_SS,Def_3B,Def_LFRF,Def_CF,Icon_R,Icon_RY,Icon_G,Icon_S,Icon_SB,Icon_HR,Icon_V,Icon_20,Icon_CY,Icon_K
113,'04,P,Base,6,Expos,Fernando Tatis,50,,3B+1,,R,9,8,23,11,NA,NA,NA,NA,','1-2,'3-6,'7-8,'9-13,'14-20,','21-22,','23+,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
114,'04,UL,PR,6,Expos,Rocky Biddle,20,,Closer,,R,NA,NA,NA,NA,1,16,26,1,'1-3,'4-5,'6-14,'15-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
115,'05,UL,Base,6,Angels,Kevin Gregg,130,,Reliever,,R,NA,NA,NA,NA,3,16,26,2,'1-2,'3-7,'8-13,'14-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
116,'05,P,Base,6,Indians,C.C. Sabathia,490,,Starter,,L,NA,NA,NA,NA,3,18,27,7,'1-2,'3,'4-12,'13-18,'19,'20-23,','24-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
117,'05,UL,TD,6,Diamondbacks,Quinton McCracken,10,,LF-RF+0,,S,9,6,21,10,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-17,','18-20,','21+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
118,'00,1st,Base,7,Angels,Todd Greene,180,,LF-RF+1,,R,5,2,14,15,NA,NA,NA,NA,',',','1-2,','3-8,','9-13,','14-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
119,'00,FS,PR,7,Diamondbacks,Erubiel Durazo,510,,1B+0,,L,10,4,18,15,NA,NA,NA,NA,','1-4,',','5-8,'9-16,','17,','18-20,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
120,'00,1st,PR,7,Diamondbacks,Erubiel Durazo,510,,1B+0,,L,10,4,18,15,NA,NA,NA,NA,','1-4,',','5-8,'9-16,','17,','18-20,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
121,'01,1st,Base,7,Angels,Al Levine,210,,Reliever,,R,NA,NA,NA,NA,4,15,NA,2,'1-2,'3-4,'5-11,'12-15,'16-17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
122,'01,1st,PR,7,Devil Rays,Ben Grieve,250,,LF-RF+1,,L,8,3,18,10,NA,NA,NA,NA,','1-2,'3,','4-8,'9-14,','15-17,','18-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
123,'02,UL,Base,7,Angels,Ramon Ortiz,150,,Starter,,R,NA,NA,NA,NA,2,17,23,7,'1-3,'4-7,'8-13,'14-17,'18,'19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
124,'02,UL,TD,7,Cubs,Moises Alou,380,,LF-RF+1,,R,12,6,18,13,NA,NA,NA,NA,',','1-4,'5-6,'7-9,'10-16,','17,','18+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
125,'02,UL,PR,7,Blue Jays,Shannon Stewart,230,,CF+0,,R,11,6,22,19,NA,NA,NA,NA,',','1-4,'5-6,'7-9,'10-16,'17,'18-20,'21,'22+,NA,NA,NA,NA,NA,NA,0,,,,,,,,,,
126,'02,ASG,ASG,7,Red Sox,Nomar Garciaparra,450,,SS+1,,R,11,6,19,15,NA,NA,NA,NA,','1,'2-4,'5-6,'7-8,'9-13,'14,'15-18,','19+,NA,NA,NA,1,NA,NA,NA,,,,,,,,,,
127,'03,UL,Base,7,Angels,Bengie Molina,30,G,C+9,,R,8,7,21,8,NA,NA,NA,NA,','1,'2-4,'5-7,'8-9,'10-18,','19-20,','21+,9,NA,NA,NA,NA,NA,NA,,,1,,,,,,,
128,'03,P,Base,7,Red Sox,Carlos Baerga,170,,2B+4,,S,10,6,22,15,NA,NA,NA,NA,','1,'2-5,'6,'7-8,'9-17,','18-21,','22+,NA,NA,4,NA,NA,NA,NA,,,,,,,,,,
129,'03,UL,TD,7,Mets,Roger Cedeno,180,,LF-RF+0,,S,9,6,20,18,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-15,'16-17,'18-19,','20+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
130,'03,UL,PR,7,Rangers,John Thomson,150,,Starter,,R,NA,NA,NA,NA,4,16,25,6,'1,'2-5,'6-12,'13-16,'17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
131,'04,UL,Base,7,Angels,Eric Owens,10,,OF+0,,R,9,7,21,13,NA,NA,NA,NA,','1,'2-5,'6-7,'8-9,'10-18,'19,'20,','21+,NA,NA,NA,NA,NA,0,0,,,,,,,,,,
132,'04,UL,TD,7,Astros,Orlando Palmeiro,40,,OF+2,,L,9,6,21,10,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-18,','19-20,','21+,NA,NA,NA,NA,NA,2,2,,,,,,,,,,
133,'04,P,Base,7,White Sox,Frank Thomas,390,HR,DH,,R,12,6,19,8,NA,NA,NA,NA,','1-2,'3-0,'4-6,'7-12,'13-16,','17-18,','19+,NA,NA,NA,NA,NA,NA,NA,,,,,,1,,,,
134,'04,UL,PR,7,Cubs,Joe Borowski,40,,Closer,,R,NA,NA,NA,NA,1,15,28,1,'1-3,'4-8,'9-12,'13-15,'16-17,'18-23,','24-27,','28+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
135,'05,UL,Base,7,Angels,Vladimir Guerrero,640,V S,LF-RF+2,,R,12,6,19,15,NA,NA,NA,NA,','1,'2-3,'4-6,'7-9,'10-15,'16,'17-18,','19+,NA,NA,NA,NA,NA,2,NA,,,,1,,,1,,,
136,'05,P,Base,7,Tigers,Jason Johnson,90,,Starter,,R,NA,NA,NA,NA,2,16,25,6,'1-3,'4-6,'7-14,'15-16,'17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
137,'05,UL,TD,7,Diamondbacks,Shawn Estes,10,,Starter,,L,NA,NA,NA,NA,1,15,24,6,'1,'2-4,'5-12,'13-15,'16-17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
138,'00,1st,Base,8,Angels,Jeff Huson,160,,2B-SS+4,,L,7,5,NA,20,NA,NA,NA,NA,',','1-5,','6-7,'8-18,'19-20,',',',NA,NA,4,4,NA,NA,NA,,,,,,,,,,
139,'00,1st,PR,8,Diamondbacks,Armando Reynoso,330,,Starter,,R,NA,NA,NA,NA,4,15,NA,6,'4-5,'1-3,'6-10,'11-15,'16,'17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
140,'01,1st,Base,8,Angels,Ben Molina,140,,C+7,,R,7,4,19,10,NA,NA,NA,NA,',','1-2,'3-4,'5,'6-16,','17-18,','19-20,7,NA,NA,NA,NA,NA,NA,,,,,,,,,,
141,'01,1st,PR,8,Indians,C.C. Sabathia,10,,Starter,,L,NA,NA,NA,NA,3,14,NA,5,'1-2,'3-6,'7-11,'12-14,'15-17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
142,'02,UL,Base,8,Angels,Troy Percival,310,,Closer,,R,NA,NA,NA,NA,5,18,27,1,'1-3,'4-11,'12-14,'15-18,'19,'20-26,',',','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
143,'02,UL,TD,8,Reds,Todd Walker,160,,2B+1,,L,11,7,20,12,NA,NA,NA,NA,','1,'2-4,'5-7,'8-11,'12-17,','18-19,','20+,NA,NA,1,NA,NA,NA,NA,,,,,,,,,,
144,'02,UL,PR,8,Angels,DAVID ECKSTIEN,310,,SS+3,,R,11,6,26,20,NA,NA,NA,NA,','1,'2-5,'6,'7-11,'12-17,'18,'19-24,'25,'26+,NA,NA,NA,3,NA,NA,NA,,,,,,,,,,
145,'02,ASG,ASG,8,Yankees,Jason Giambi,540,,1B+0,,L,13,6,18,12,NA,NA,NA,NA,','1-3,'4,'5-6,'7-12,'13-16,','17,','18+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
146,'03,UL,Base,8,Angels,Ramon Ortiz,230,,Starter,,R,NA,NA,NA,NA,4,15,20,7,'1-4,'5-8,'9-14,'15,'16,'17-18,','19,','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
147,'03,P,Base,8,Orioles,Chris Richard,50,,1B+0,,L,8,6,20,8,NA,NA,NA,NA,','1,'2-4,'5-6,'7-10,'11-16,','17-19,','20+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
148,'03,UL,TD,8,Yankees,Antonio Osuna,140,,Reliever,,R,NA,NA,NA,NA,3,16,23,1,'1-4,'5-9,'10-15,'16,'17-18,'19-20,','21-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
149,'03,UL,PR,8,Devil Rays,Lance Carter,160,R,Closer,,R,NA,NA,NA,NA,5,16,23,1,'1-3,'4-6,'7-11,'12-16,'17,'18,','19-22,','23+,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,,,
150,'04,UL,Base,8,Angels,Tim Salmon,140,,LF-RF+1,,R,11,7,20,10,NA,NA,NA,NA,','1,'2-4,'5-7,'8-12,'13-17,','18-19,','20+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
151,'04,UL,TD,8,Diamondbacks,Roberto Alomar,60,,2B+2,,S,9,5,21,13,NA,NA,NA,NA,','1,'2-3,'4-5,'6-10,'11-17,'18,'19-20,','21+,NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
152,'04,P,Base,8,Braves,Greg Maddux,350,,Starter,,R,NA,NA,NA,NA,4,17,25,6,'1,'2-4,'5-13,'14-17,','18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
153,'04,UL,PR,8,Rockies,Shawn Estes,50,,Starter,,L,NA,NA,NA,NA,2,16,24,6,'1,'2-4,'5-12,'13-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
154,'05,UL,Base,8,Angels,Jose Guillen,310,,LF-RF+1,,R,10,6,19,11,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-16,','17-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
155,'05,P,Base,8,Marlins,Tim Spooneybarger,310,,Reliever,,R,NA,NA,NA,NA,6,17,28,1,','1-4,'5-14,'15-17,'18,'19-23,','24-27,','28+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
156,'05,UL,TD,8,Mariners,J.J. Putz,60,,Reliever,,R,NA,NA,NA,NA,2,16,24,1,'1-2,'3-6,'7-13,'14-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
157,'00,1st,Base,9,Angels,Orlando Palmeiro,150,,LF-RF+1,,L,8,3,NA,15,NA,NA,NA,NA,',','1-2,'3,'4-9,'10-18,'19,'20,',',NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
158,'00,1st,PR,9,Diamondbacks,Russ Springer,150,,Reliever,,R,NA,NA,NA,NA,5,16,NA,1,'6-7,'1-5,'8-9,'10-16,'17-18,'19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
159,'01,1st,Base,9,Angels,Troy Percival,120,,Closer,,R,NA,NA,NA,NA,2,17,NA,1,'1-2,'3-8,'9-11,'12-17,'18-19,'20,',',',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
160,'01,1st,PR,9,Twins,Eddie Guardado,90,,Reliever,,L,NA,NA,NA,NA,3,17,20,1,'1-4,'5-9,'10-12,'13-17,'18,'19,',',','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
161,'02,UL,Base,9,Angels,Tim Salmon,170,,LF-RF+1,,R,11,6,20,14,NA,NA,NA,NA,','1-3,','4-6,'7-14,'15-18,','19,','20+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
162,'02,UL,TD,9,Indians,Ricky Gutierrez,170,,SS+1,,R,11,7,20,15,NA,NA,NA,NA,',','1-6,'7,'8-11,'12-18,','19,','20+,NA,NA,NA,1,NA,NA,NA,,,,,,,,,,
163,'02,UL,PR,9,Orioles,Melvin Mora,190,,LF-RF+1,SS+4,R,10,7,23,14,NA,NA,NA,NA,','1-3,','4-7,'8-12,'13-17,'18,'19-22,','23+,NA,NA,NA,4,NA,1,NA,,,,,,,,,,
164,'02,ASG,ASG,9,Blue Jays,Roy Halladay,600,,Starter,,R,NA,NA,NA,NA,5,16,27,7,'1-2,'3-6,'7-14,'15-16,'17,'18-19,','20-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
165,'03,UL,Base,9,Angels,Orlando Palmeiro,60,,OF+1,,L,10,6,21,11,NA,NA,NA,NA,','1,'2-4,'5-6,'7-10,'11-18,','19-20,','21+,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
166,'03,P,Base,9,Reds,Corky Miller,190,,C+5,,R,9,5,20,8,NA,NA,NA,NA,','1,'2-3,'4-5,'6-8,'9-15,','16-19,','20+,5,NA,NA,NA,NA,NA,NA,,,,,,,,,,
167,'03,UL,TD,9,Reds,Ryan Dempster,40,,Starter,,R,NA,NA,NA,NA,1,16,27,6,'1-2,'3-7,'8-13,'14-16,'17-18,'19,','20-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
168,'03,UL,PR,9,Indians,Terry Mulholland,30,,Reliever,,L,NA,NA,NA,NA,1,16,23,1,'1-3,'4-5,'6-13,'14-16,'17,'18-19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
169,'04,UL,Base,9,Angels,Scot Shields,320,,Starter,,R,NA,NA,NA,NA,4,16,26,5,'1-3,'4-7,'8-14,'15-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
170,'04,UL,TD,9,Phillies,Doug Glanville,70,,CF+1,,R,9,7,20,15,NA,NA,NA,NA,','1,'2-4,'5-7,'8,'9-18,','19,','20+,NA,NA,NA,NA,NA,NA,1,,,,,,,,,,
171,'04,P,Base,9,Yankees,Hideki Matsui,170,,LF-RF+0,,L,10,6,20,9,NA,NA,NA,NA,','1,'2-4,'5-6,'7-10,'11-17,','18-19,','20+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
172,'04,UL,PR,9,Braves,Adam LaRoche,60,R,1B+1,,L,9,7,20,12,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-10,'11-16,','17-19,','20+,NA,1,NA,NA,NA,NA,NA,1,,,,,,,,,
173,'05,UL,Base,9,Angels,Adam Kennedy,190,,2B+1,,L,10,6,20,15,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-9,'10-16,'17,'18-19,','20+,NA,NA,1,NA,NA,NA,NA,,,,,,,,,,
174,'05,P,Base,9,Astros,Jeff Kent,430,,2B+2,,R,10,6,19,12,NA,NA,NA,NA,','1,'2-3,'4-6,'7-9,'10-15,','16-17,'18,'19+,NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
175,'05,UL,TD,9,Mets,Mike DeJean,10,,Reliever,,R,NA,NA,NA,NA,1,14,28,1,'1,'2-5,'6-11,'12-14,'15-16,'17-19,','20-27,','28+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
176,'00,1st,Base,10,Angels,Troy Percival,180,,Closer,,R,NA,NA,NA,NA,3,18,NA,1,'7-8,'1-6,'9-11,'12-18,'19,',','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
177,'00,1st,PR,10,Diamondbacks,Todd Stottlemyre,340,,Starter,,R,NA,NA,NA,NA,4,15,NA,6,'5-7,'1-4,'8-11,'12-15,'16-17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
178,'01,1st,Base,10,Angels,Mark Petkovsek,180,,Reliever,,R,NA,NA,NA,NA,4,16,NA,1,'1-2,'3-4,'5-13,'14-16,','17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
179,'01,1st,PR,10,Twins,Matt Kinney,190,,Starter,,R,NA,NA,NA,NA,3,15,NA,6,'1-2,'3-6,'7-11,'12-15,'16-18,'19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
180,'02,UL,Base,10,Angels,Scott Schoeneweis,310,,Starter,,L,NA,NA,NA,NA,5,15,24,6,'1-2,'3-5,'6-12,'13-15,'16,'17-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
181,'02,UL,TD,10,Angels,Brad Fullmer,140,,DH,,L,10,7,19,14,NA,NA,NA,NA,','1,'2-3,'4-7,'8-9,'10-16,','17-18,','19+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
182,'02,UL,PR,10,Reds,Jose Rijo,290,,Starter,,R,NA,NA,NA,NA,4,17,27,6,'1-2,'3-6,'7-14,'15-17,'18,'19-26,',',','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
183,'02,ASG,ASG,10,Red Sox,Shea Hillenbrand,270,,3B+1,,R,10,6,20,14,NA,NA,NA,NA,','1-3,'4-5,'6,'7,'8-16,','17-19,','20+,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
184,'03,UL,Base,10,Angels,Troy Percival,240,,Closer,,R,NA,NA,NA,NA,5,16,26,1,'1-3,'4-10,'11-13,'14-16,'17-19,'20-22,','23-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
185,'03,P,Base,10,White Sox,Damaso Marte,280,,Reliever,,L,NA,NA,NA,NA,5,17,26,1,'1-2,'3-9,'10-14,'15-17,'18-19,'20-22,','23-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
186,'03,UL,TD,10,Padres,Jesse Orosco,160,,Reliever,,L,NA,NA,NA,NA,4,16,23,1,'1-4,'5-8,'9-13,'14-16,'17,'18-19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
187,'03,UL,PR,10,Indians,Jake Westbrook,30,,Starter,,R,NA,NA,NA,NA,2,16,24,5,'1,'2-3,'4-13,'14-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
188,'04,UL,Base,10,Angels,Scott Spiezio,200,,1B+0,3B+1,S,9,5,20,11,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-15,','16-18,'19,'20+,NA,0,NA,NA,1,NA,NA,,,,,,,,,,
189,'04,UL,TD,10,Padres,Khalil Greene,80,R,SS+2,,R,9,8,20,13,NA,NA,NA,NA,','1-3,'4-6,'7-8,'9-11,'12-15,','16-18,'19,'20+,NA,NA,NA,2,NA,NA,NA,1,,,,,,,,,
190,'04,P,Base,10,Cardinals,Jason Isringhausen,230,,Closer,,R,NA,NA,NA,NA,5,17,27,1,'1,'2-7,'8-14,'15-17,'18,'19-23,','24-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
191,'04,UL,PR,10,Expos,Carl Everett,80,,LF-RF+2,,S,9,7,20,13,NA,NA,NA,NA,','1,'2-4,'5-7,'8-10,'11-16,','17-19,','20+,NA,NA,NA,NA,NA,2,NA,,,,,,,,,,
192,'05,UL,Base,10,Angels,Troy Percival,190,,Closer,,R,NA,NA,NA,NA,4,16,24,1,'1-4,'5-8,'9-13,'14-16,'17,'18-21,','22-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
193,'05,P,Base,10,Royals,Nate Field,130,,Reliever,,R,NA,NA,NA,NA,3,16,25,1,'1,'2-5,'6-10,'11-16,'17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
194,'05,UL,TD,10,Indians,Juan Gonzalez,170,,LF-RF+1,,R,9,5,19,10,NA,NA,NA,NA,','1,'2-3,'4-5,'6-8,'9-17,','18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
195,'05,P,Base,11,Royals,Jimmy Gobble,220,,Starter,,L,NA,NA,NA,NA,3,16,24,6,'1-5,'6-7,'8-14,'15-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
196,'05,UL,TD,11,Padres,Eric Young,50,,LF-RF+0,,R,11,7,21,14,NA,NA,NA,NA,','1,'2-4,'5-7,'8-11,'12-17,'18,'19-20,','21+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
197,'00,1st,Base,11,Angels,Mark Petkovsek,130,,Reliever,,R,NA,NA,NA,NA,3,17,NA,1,'4-6,'1-3,'7-13,'14-17,','18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
198,'00,1st,PR,11,Diamondbacks,Tony Womack,220,,SS+3,,L,7,3,20,20,NA,NA,NA,NA,',','1-2,'3,'4-6,'7-12,'13-17,'18,'19,'20+,NA,NA,NA,3,NA,NA,NA,,,,,,,,,,
199,'01,1st,Base,11,Angels,Tim Salmon,340,,LF-RF+1,,R,9,3,18,10,NA,NA,NA,NA,','1-2,','3,'4-10,'11-15,','16-17,','18-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
200,'01,1st,PR,11,Royals,Blake Stein,200,,Starter,,R,NA,NA,NA,NA,1,17,NA,6,'1-4,'5-8,'9-13,'14-17,'18-19,'20,',',',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
201,'02,UL,Base,11,Angels,Scott Spiezio,220,,1B+1,,S,10,7,20,15,NA,NA,NA,NA,','1,'2-3,'4-7,'8-9,'10-15,','16-18,'19,'20+,NA,1,NA,NA,NA,NA,NA,,,,,,,,,,
202,'02,UL,TD,11,Mets,Jeromy Burnitz,220,,LF-RF+1,,L,10,6,18,13,NA,NA,NA,NA,','1-4,'5,'6,'7-12,'13-15,','16-17,','18+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
203,'02,UL,PR,11,Indians,Einar Diaz,80,,C+8,,R,9,7,24,12,NA,NA,NA,NA,','1,'2-5,'6-7,'8-10,'11-17,','18-23,','24+,8,NA,NA,NA,NA,NA,NA,,,,,,,,,,
204,'02,ASG,ASG,11,Twins,Torii Hunter,400,,CF+3,LF-RF+2,R,10,7,18,19,NA,NA,NA,NA,','1-4,'5,'6-7,'8-9,'10-14,'15,'16-17,','18+,NA,NA,NA,NA,NA,2,3,,,,,,,,,,
205,'03,UL,Base,11,Angels,Tim Salmon,250,,LF-RF+1,,R,11,6,20,11,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-16,','17-19,','20+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
206,'03,P,Base,11,Braves,Darren Holmes,240,,Reliever,,R,NA,NA,NA,NA,5,17,23,1,'1-2,'3-7,'8-13,'14-17,'18-19,'20-21,','22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
207,'03,UL,TD,11,Royals,Angel Berroa,60,R,SS+5,,R,9,11,20,15,NA,NA,NA,NA,','1-2,'3-7,'8-11,'12-13,'14-18,','19,','20+,NA,NA,NA,5,NA,NA,NA,1,,,,,,,,,
208,'03,UL,PR,11,Royals,Chris George,160,,Starter,,L,NA,NA,NA,NA,3,17,23,5,'1-3,'4-6,'7-15,'16-17,'18,'19-21,','22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
209,'04,UL,Base,11,Angels,Jarrod Washburn,200,,Starter,,L,NA,NA,NA,NA,4,16,23,6,'1-4,'5-7,'8-12,'13-16,','17-18,','19-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
210,'04,UL,TD,11,Indians,Victor Martinez,80,R,C+7,,S,10,6,21,14,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-19,','20,','21+,7,NA,NA,NA,NA,NA,NA,1,,,,,,,,,
211,'04,P,Base,11,Astros,Jeff Kent,450,,2B+3,,R,10,5,19,13,NA,NA,NA,NA,','1,'2-3,'4-5,'6-8,'9-15,','16-18,','19+,NA,NA,3,NA,NA,NA,NA,,,,,,,,,,
212,'04,UL,PR,11,White Sox,Willie Harris,90,,2B+4,,L,10,6,21,20,NA,NA,NA,NA,','1-2,'3-5,'6,'7-10,'11-17,','18-20,','21+,NA,NA,4,NA,NA,NA,NA,,,,,,,,,,
213,'05,UL,Base,11,Angels,Francisco Rodriguez,250,,Closer,,R,NA,NA,NA,NA,5,17,28,1,'1-2,'3-10,'11-15,'16-17,'18,'19-23,','24-27,','28+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
214,'02,UL,TD,12,Braves,Gary Sheffield,420,,LF-RF+1,,R,12,6,18,15,NA,NA,NA,NA,','1,'2-3,'4-6,'7-11,'12-16,','17,','18+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
215,'02,UL,PR,12,Marlins,A.J. Burnett,350,,Starter,,R,NA,NA,NA,NA,4,16,24,6,','4-7,'8-11,'12-16,'17-18,'19-23,',',','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
216,'02,ASG,ASG,12,Mariners,Ichiro Suzuki,400,,LF-RF+2,,L,13,7,24,22,NA,NA,NA,NA,',','1-6,'7,'8-9,'10-16,'17-18,'19,'20-23,'24+,NA,NA,NA,NA,NA,2,NA,,,,,,,,,,
217,'03,UL,Base,12,Angels,Jarrod Washburn,560,,Starter,,L,NA,NA,NA,NA,5,17,23,6,'1-3,'4-7,'8-12,'13-17,','18-19,','20-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
218,'03,P,Base,12,Twins,Denny Hocking,120,,2B+1,SS+1,S,9,6,24,10,NA,NA,NA,NA,','1,'2-4,'5-6,'7-10,'11-18,','19-23,','24+,NA,NA,1,1,NA,NA,NA,,,,,,,,,,
219,'03,UL,TD,12,Padres,Sean Burroughs,70,,3B+1,,L,9,6,21,14,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-19,','20,','21+,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
220,'03,UL,PR,12,Padres,Jake Peavy,40,R,Starter,,R,NA,NA,NA,NA,3,15,21,6,'1-3,'4-8,'9-12,'13-15,'16,'17-18,','19-20,','21+,NA,NA,NA,NA,NA,NA,NA,1,,,,,,,,,
221,'04,UL,Base,12,Diamondbacks,Rod Barajas,100,,C+8,,R,10,8,20,8,NA,NA,NA,NA,','1-2,'3-4,'5-8,'9-11,'12-17,','18-19,','20+,8,NA,NA,NA,NA,NA,NA,,,,,,,,,,
222,'04,UL,TD,12,Giants,Jeffrey Hammonds,90,,OF+1,,R,9,6,19,9,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-14,','15-18,','19+,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
223,'04,P,Base,12,Phillies,Jimmy Rollins,220,,SS+2,,S,9,5,20,16,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-15,'16,'17-18,'19,'20+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
224,'04,UL,PR,12,Twins,Carlos Silva,100,,Starter,,R,NA,NA,NA,NA,2,16,27,7,'1,'2-3,'4-11,'12-16,'17,'18-19,','20-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
225,'05,UL,Base,12,Angels,Tim Salmon,10,,DH,,R,9,7,21,9,NA,NA,NA,NA,','1-2,'3-4,'5-7,'8-10,'11-18,','19-20,','21+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
