"ID","Year","Edition","Expansion","Number","Team","Name","Points","Icons","Position1","Position2","Hand","OnBase","Out_H","HR_H","Speed","Control","Out_P","HR_P","IP","PU","SO","GB","FB","BB","Single","SinglePlus","Double","Triple","HR","Def_C","Def_1B","Def_2B","Def_SS","Def_3B","Def_LFRF","Def_CF","Icon_R","Icon_RY","Icon_G","Icon_S","Icon_SB","Icon_HR","Icon_V","Icon_20","Icon_CY","Icon_K","PU_n","SO_n","GB_n","FB_n","BB_n","Single_n","SinglePlus_n","Double_n","Triple_n","HR_n","WHIP_all","WHIP_350","oOBP_all","oOBP_350","oSLG_all","oSLG_350","oOPS_all","oOPS_350","BA_all","BA_350","OBP_all","OBP_350","SLG_all","SLG_350","OPS_all","OPS_350","Role","OPS_z"
53,"'04","UL","TD","3","Devil Rays","Rey Sanchez","10","","SS+3","","R",9,7,21,16,NA,NA,NA,NA,"'","'1","'2-5","'6-7","'8-9","'10-19","'","'20","'","'21+",NA,NA,NA,3,NA,NA,NA,"","","","","","","","","","",0,1,4,2,2,10,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.270986195198674,0.26734611752043,0.317246922024624,0.310777559055118,0.31736818487805,0.309609932598886,0.634615106902674,0.620387491654004,"Batter",-1.33327867674793
54,"'04","P","Base","3","Indians","C.C. Sabathia","270","","Starter","","L",NA,NA,NA,NA,3,15,25,7,"'1-2","'3-6","'7-12","'13-15","'16-17","'18-19","'","'20-24","'","'25+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,6,3,2,2,0,1,0,0,2.01970381547673,2.20286055313549,0.402355176663928,0.426245858184228,0.516961662548397,0.581729264648876,0.919316839212325,1.0079751228331,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.697017206946679
55,"'04","UL","PR","3","Braves","Russ Ortiz","360","","Starter","","R",NA,NA,NA,NA,4,16,26,7,"'1-4","'5-9","'10-14","'15-16","'17","'18-19","'","'20-25","'","'26+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",4,5,5,2,1,2,0,1,0,0,1.56028703203505,1.72576654713257,0.342146672144618,0.368207422133863,0.461812858649815,0.524140018739784,0.803959530794433,0.892347440873648,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.348752591882824
56,"'05","UL","Base","3","Angels","Darin Erstad","170","G","1B+1","","L",10,6,20,15,NA,NA,NA,NA,"'","'1","'2-4","'5-6","'7-9","'10-16","'17","'18-19","'","'20+",NA,1,NA,NA,NA,NA,NA,"","","1","","","","","","","",0,1,3,2,3,7,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.306454356159268,0.302504303774625,0.356833105335157,0.350123031496063,0.441570395083898,0.431469542869641,0.798403500419056,0.781592574365704,"Batter",-0.148689478161725
57,"'05","P","Base","3","Orioles","Larry Bigbie","280","","LF-RF+1","","L",10,6,19,12,NA,NA,NA,NA,"'","'1-2","'3-5","'6","'7-9","'10-16","'","'17-18","'","'19+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,2,3,1,3,7,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.306454356159268,0.302504303774625,0.356833105335157,0.350123031496063,0.489917743599228,0.478539945833977,0.846750848934385,0.82866297733004,"Batter",0.20097966262397
58,"'05","UL","TD","3","Tigers","Magglio Ordonez","180","","LF-RF+2","","R",10,6,19,10,NA,NA,NA,NA,"'","'1","'2-4","'5-6","'7-10","'11-17","'","'18","'","'19+",NA,NA,NA,NA,NA,2,NA,"","","","","","","","","","",0,1,3,2,4,7,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.299202253881969,0.295443743329975,0.356833105335157,0.350123031496063,0.471787487905979,0.460888544722351,0.828620593241136,0.811011576218414,"Batter",0.0698537348293333
59,"'00","1st","Base","4","Angels","Darin Erstad","140","","LF-RF+2","1B+1","L",6,3,1920,15,NA,NA,NA,NA,"'","'","'1-2","'3","'4-5","'6-15","'16","'17","'18","'19-20",NA,1,NA,NA,NA,2,NA,"","","","","","","","","","",0,0,2,1,2,10,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.228650205651296,0.223074018744464,0.273555061559508,0.264768700787402,0.333933149711273,0.319255614163748,0.60748821127078,0.58402431495115,"Batter",-1.52947223397641
60,"'00","1st","PR","4","Angels","Ben Molina","120","","C+8","","R",6,3,1920,10,NA,NA,NA,NA,"'","'","'1-2","'3","'4-5","'6-15","'","'16-18","'","'19-20",8,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,0,2,1,2,10,0,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.228650205651296,0.223074018744464,0.273555061559508,0.264768700787402,0.330356428325044,0.315920093603818,0.603911489884552,0.58068879439122,"Batter",-1.55534064522043
61,"'01","1st","Base","4","Angels","Troy Glaus","440","","3B+2","","R",9,3,1720,15,NA,NA,NA,NA,"'","'1-3","'","'","'4-11","'12-13","'14","'15-16","'","'17-20",NA,NA,NA,NA,2,NA,NA,"","","","","","","","","","",0,3,0,0,8,2,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.309703135463152,0.304857053653413,0.372999316005472,0.364793307086614,0.677435729337695,0.658461638635631,1.05043504534317,1.02325494572225,"Batter",1.6741127327302
62,"'01","1st","PR","4","Giants","Aaron Fultz","100","","Reliever","","L",NA,NA,NA,NA,3,16,NA,1,"'1-3","'4-8","'9-14","'15-16","'17","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,5,6,2,1,2,0,1,0,0,1.75118421737546,1.93180092930602,0.368578471651602,0.394657057654076,0.509060678919783,0.574316123954002,0.877639150571386,0.968973181608077,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.6673235319256
63,"'01","UL","Base","4","Angels","Troy Glaus","440","","3B+2","","R",9,3,1720,15,NA,NA,NA,NA,"'","'1-3","'","'","'4-11","'12-13","'14","'15-16","'","'17-20",NA,NA,NA,NA,2,NA,NA,"","","","","","","","","","",0,3,0,0,8,2,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.309703135463152,0.304857053653413,0.372999316005472,0.364793307086614,0.677435729337695,0.658461638635631,1.05043504534317,1.02325494572225,"Batter",1.6741127327302
64,"'02","UL","Base","4","Angels","Troy Glaus","330","","3B+1","","R",11,6,18,14,NA,NA,NA,NA,"'","'1-4","'","'5-6","'7-13","'14-15","'","'16-17","'","'18+",NA,NA,NA,NA,1,NA,NA,"","","","","","","","","","",0,4,0,2,7,2,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.290769140374026,0.287764230704901,0.382481190150479,0.375964566929134,0.637868568793531,0.624469044590617,1.02034975894401,1.00043361151975,"Batter",1.45652280135787
65,"'02","UL","TD","4","Giants","Tsuyoshi Shinjo","170","","OF+2","","R",9,6,20,13,NA,NA,NA,NA,"'","'1-3","'4-5","'6","'7-9","'10-17","'","'18-19","'","'20+",NA,NA,NA,NA,NA,2,2,"","","","","","","","","","",0,3,2,1,3,8,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.28100705032595,0.277054830401908,0.331185020519836,0.324281496062992,0.393891078577254,0.3837491946029,0.72507609909709,0.708030690665892,"Batter",-0.679025271202575
66,"'02","UL","PR","4","Mets","Mike Piazza","200","","C+2","","R",10,7,18,9,NA,NA,NA,NA,"'","'1-2","'3-4","'5-7","'8-9","'10-15","'","'16-17","'","'18+",2,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,2,2,3,2,6,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.294636115411077,0.290998205272232,0.340395006839945,0.334119094488189,0.52429808032124,0.512012232386393,0.864693087161185,0.846131326874582,"Batter",0.330745765982216
67,"'02","ASG","ASG","4","Red Sox","Johnny Damon","300","","CF+2","","L",11,7,25,20,NA,NA,NA,NA,"'","'1","'2-5","'6-7","'8-10","'11-16","'17","'18-19","'20-24","'25+",NA,NA,NA,NA,NA,NA,2,"","","","","","","","","","",0,1,4,2,3,6,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.309621546115866,0.30618443949102,0.363543091655267,0.35746062992126,0.436490598369331,0.427707723466165,0.800033690024597,0.785168353387425,"Batter",-0.136899234928285
68,"'03","UL","Base","4","Angels","Brad Fullmer","280","","DH","","L",10,6,19,12,NA,NA,NA,NA,"'","'1","'2-3","'4-6","'7-9","'10-14","'15","'16-18","'","'19+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,2,3,3,5,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.306454356159268,0.302504303774625,0.356833105335157,0.350123031496063,0.518926152708425,0.506782187612578,0.875759258043583,0.856905219108641,"Batter",0.410781147095386
69,"'03","P","Base","4","Pirates","Armando Rios","120","","LF-RF+2","","L",9,6,23,15,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-9","'10-18","'","'19-22","'","'23+",NA,NA,NA,NA,NA,2,NA,"","","","","","","","","","",0,2,2,2,3,9,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.28100705032595,0.277054830401908,0.331185020519836,0.324281496062992,0.344697789770623,0.336088240457462,0.675882810290459,0.660369736520454,"Batter",-1.0348126216502
70,"'03","UL","TD","4","White Sox","Sandy Alomar Jr.","130","","C+3","","R",9,7,20,10,NA,NA,NA,NA,"'","'1","'2-5","'6-7","'8","'9-17","'","'18-19","'","'20+",3,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,4,2,1,9,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.276691849553439,0.272874044950554,0.317246922024624,0.310777559055118,0.380945476259719,0.371206838248837,0.698192398284343,0.681984397303955,"Batter",-0.873459937280534
71,"'03","UL","PR","4","Cubs","Tom Goodwin","40","","CF+0","","L",9,9,24,23,NA,NA,NA,NA,"'","'1-3","'4-7","'8-9","'10","'11-16","'17-19","'20","'21-23","'24+",NA,NA,NA,NA,NA,NA,0,"","","","","","","","","","",0,3,4,2,1,6,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.247348484300361,0.244444703881345,0.2893707250342,0.28376968503937,0.314922904440294,0.307240820843118,0.604293629474494,0.591010505882488,"Batter",-1.55257684480162
72,"'04","UL","Base","4","Angels","Troy Glaus","180","","3B+0","","R",10,6,19,12,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-16","'","'17-18","'","'19+",NA,NA,NA,NA,0,NA,NA,"","","","","","","","","","",0,2,2,2,5,5,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.290983204634363,0.287441774826038,0.356833105335157,0.350123031496063,0.495074794107529,0.483560788816839,0.851907899442687,0.833683820312902,"Batter",0.238277704307776
73,"'04","UL","TD","4","Dodgers","Jeff Weaver","10","","Starter","","R",NA,NA,NA,NA,1,15,27,5,"'1-2","'3-5","'6-14","'15","'16","'17-19","'","'20-26","'","'27+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,3,9,1,1,3,0,1,0,0,2.45671599407399,2.67574786324786,0.450218775677896,0.474145129224652,0.633847587893746,0.702764309614635,1.08406636357164,1.17690943883929,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-2.19055133416785
74,"'04","P","Base","4","Blue Jays","Carlos Delgado","570","HR S","1B+1","","L",13,6,19,10,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-16","'","'17-18","'","'19+",NA,1,NA,NA,NA,NA,NA,"","","","1","","1","","","","",0,2,2,2,5,5,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.360266298604905,0.356731371414777,0.433777359781122,0.427647637795276,0.63792786393003,0.627303121250227,1.07170522371115,1.0549507590455,"Batter",1.82794795270992
75,"'04","UL","PR","4","Cardinals","Jason Simontacchi","10","","Reliever","","R",NA,NA,NA,NA,1,13,20,1,"'1-4","'","'5-11","'12-13","'14-15","'16-17","'","'18-19","'","'20+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",4,0,7,2,2,2,0,2,0,1,3.09473888484307,3.31336576670257,0.507772185702547,0.527322730284957,0.802132412527228,0.858853060904625,1.30990459822978,1.38617579118958,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-3.87494640544809
76,"'05","UL","Base","4","Angels","Chone Figgins","180","","IF+1","CF+1","S",10,5,20,21,NA,NA,NA,NA,"'","'1","'2-3","'4-5","'6-8","'9-14","'15-17","'18","'19","'20+",NA,1,1,1,1,NA,1,"","","","","","","","","","",0,1,2,2,3,6,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.3257932955654,0.321332464960359,0.373271203830369,0.366126968503937,0.499587213302294,0.487954026426844,0.872858417132663,0.854080994930781,"Batter",0.389800998648245
77,"'05","P","Base","4","Cubs","Greg Maddux","380","","Starter","","R",NA,NA,NA,NA,4,17,23,6,"'1-2","'3-6","'7-14","'15-17","'18","'19-21","'","'22","'","'23+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,4,8,3,1,2,0,0,0,0,1.32195677747279,1.48424578942509,0.305869967132293,0.334118621603711,0.385440848097551,0.452158594591177,0.691310815229844,0.786277216194889,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",1.36996768635803
78,"'05","UL","TD","4","Nationals","Nick Johnson","250","","1B+1","","L",11,6,19,11,NA,NA,NA,NA,"'","'1-2","'3-5","'6","'7-11","'12-16","'","'17-18","'","'19+",NA,1,NA,NA,NA,NA,NA,"","","","","","","","","","",0,2,3,1,5,5,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.31407756929121,0.310538307022284,0.382481190150479,0.375964566929134,0.542692484048363,0.531474899627968,0.925173674198842,0.907439466557102,"Batter",0.768167787108491
79,"'00","1st","Base","5","Angels","Chuck Finley","470","","Starter","","L",NA,NA,NA,NA,5,15,NA,6,"'6-7","'1-5","'8-12","'13-15","'16-17","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,5,5,3,2,2,0,1,0,0,1.64763990019858,1.80271211978529,0.354511092851274,0.378346587143804,0.423692731705877,0.482546644863716,0.77820382455715,0.86089323200752,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.582240526889961
80,"'00","1st","PR","5","Angels","Scott Spiezio","210","","DH","","S",7,4,1820,10,NA,NA,NA,NA,"'","'","'","'1-4","'5-9","'10-11","'","'12-17","'","'18-20",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,0,0,4,5,2,0,6,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.245535039984386,0.240829343591629,0.297765047879617,0.289606299212598,0.459478906227574,0.441865700477939,0.757243954107191,0.731471999690538,"Batter",-0.446373294047418
81,"'01","1st","Base","5","Angels","Shigetoshi Hasegawa","130","","Reliever","","R",NA,NA,NA,NA,2,17,NA,1,"'1-3","'4-7","'8-13","'14-17","'18","'19-20","'","'","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,4,6,4,1,2,0,0,0,0,1.7150059163574,1.91024363473564,0.363733566146261,0.392017892644135,0.490462804426961,0.563037120809086,0.854196370573222,0.955055013453222,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-0.493366539183285
82,"'01","1st","PR","5","Athletics","Barry Zito","560","","Starter","","L",NA,NA,NA,NA,6,15,NA,7,"'1-3","'4-7","'8-11","'12-15","'16-17","'18-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,4,4,4,2,2,0,1,0,0,1.48357113800858,1.62673162234984,0.330890509449466,0.354604042412194,0.377783629441322,0.433475417960472,0.708674138890788,0.788079460372666,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",1.21256075877839
83,"'02","UL","Base","5","Angels","Adam Kennedy","130","","2B+3","","L",9,6,24,16,NA,NA,NA,NA,"'","'","'1","'2-6","'7-9","'10-17","'18","'19-23","'","'24+",NA,NA,3,NA,NA,NA,NA,"","","","","","","","","","",0,0,1,5,3,8,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.28100705032595,0.277054830401908,0.331185020519836,0.324281496062992,0.352896671238395,0.344031732815035,0.684081691758231,0.668313228878027,"Batter",-0.975514729908932
84,"'02","UL","TD","5","Dodgers","Brian Jordan","200","","LF-RF+2","","R",10,6,19,14,NA,NA,NA,NA,"'","'1","'2-3","'4-6","'7-8","'9-16","'","'17-18","'","'19+",NA,NA,NA,NA,NA,2,NA,"","","","","","","","","","",0,1,2,3,2,8,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.312900669294646,0.308780357503203,0.356833105335157,0.350123031496063,0.487768972554102,0.476447927924451,0.844602077889259,0.826570959420514,"Batter",0.185438811922383
85,"'02","UL","PR","5","Phillies","Scott Rolen","350","","3B+3","","R",11,7,19,15,NA,NA,NA,NA,"'","'1-4","'5","'6-7","'8-12","'13-15","'16","'17-18","'","'19+",NA,NA,NA,NA,3,NA,NA,"","","","","","","","","","",0,4,1,2,5,3,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.288826771297594,0.285866391011785,0.363543091655267,0.35746062992126,0.530067085051555,0.519138941622719,0.893610176706822,0.876599571543979,"Batter",0.539886787484972
86,"'02","ASG","ASG","5","Tigers","Robert Fick","250","","C+6","","L",10,7,19,12,NA,NA,NA,NA,"'","'1-2","'3","'4-7","'8-11","'12-16","'","'17-18","'","'19+",6,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,2,1,4,4,5,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.278654630762954,0.275438822070132,0.340395006839945,0.334119094488189,0.471787487905979,0.460888544722351,0.812182494745924,0.79500763921054,"Batter",-0.0490337730378023
87,"'03","UL","Base","5","Angels","Troy Glaus","270","","3B+1","","R",10,6,19,12,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-15","'16","'17-18","'","'19+",NA,NA,NA,NA,1,NA,NA,"","","","","","","","","","",0,2,2,2,5,4,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.290983204634363,0.287441774826038,0.356833105335157,0.350123031496063,0.506033526437671,0.494230080155422,0.862866631772828,0.844353111651485,"Batter",0.317536042885868
88,"'03","P","Base","5","Devil Rays","Aubrey Huff","260","","1B+1","3B+0","L",11,5,19,14,NA,NA,NA,NA,"'","'","'1-3","'4-5","'6-8","'9-16","'","'17-18","'","'19+",NA,1,NA,NA,0,NA,NA,"","","","","","","","","","",0,0,3,2,3,8,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.354181777869306,0.349723114803664,0.401419288645691,0.394468503937008,0.559031235691291,0.547439080575938,0.960450524336982,0.941907584512946,"Batter",1.02330537492301
89,"'03","UL","TD","5","Tigers","Steve Sparks","10","","Starter","","R",NA,NA,NA,NA,1,16,21,6,"'1","'2-4","'5-12","'13-16","'17","'18-19","'","'20","'","'21+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",1,3,8,4,1,2,0,1,0,0,2.18530616882425,2.40291439558868,0.421442070665571,0.4475563286945,0.603556319459719,0.674668334382437,1.02499839012529,1.12222466307694,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-1.65507158385601
90,"'03","UL","PR","5","Twins","Luis Rivas","150","","2B+1","","R",9,7,21,18,NA,NA,NA,NA,"'","'1","'2-5","'6-7","'8","'9-15","'16-17","'18-19","'20","'21+",NA,NA,1,NA,NA,NA,NA,"","","","","","","","","","",0,1,4,2,1,7,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0.276691849553439,0.272874044950554,0.317246922024624,0.310777559055118,0.380945476259719,0.371206838248837,0.698192398284343,0.681984397303955,"Batter",-0.873459937280534
91,"'04","UL","Base","5","Angels","Bengie Molina","90","G","C+11","","R",9,8,20,9,NA,NA,NA,NA,"'","'1","'2-4","'5-8","'9","'10-17","'","'18-19","'","'20+",11,NA,NA,NA,NA,NA,NA,"","","1","","","","","","","",0,1,3,4,1,8,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.2620201669269,0.25865937441595,0.303308823529412,0.297273622047244,0.36627379363318,0.356992167714233,0.669582617162592,0.654265789761477,"Batter",-1.08037837004086
92,"'04","UL","TD","5","Mets","Todd Zeile","10","","3B+2","","R",9,7,20,9,NA,NA,NA,NA,"'","'1-2","'3-5","'6-7","'8-12","'13-18","'","'19","'","'20+",NA,NA,NA,NA,2,NA,NA,"","","","","","","","","","",0,2,3,2,5,6,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.249304708650566,0.246339993285959,0.317246922024624,0.310777559055118,0.354536447531949,0.34562043128655,0.671783369556573,0.656397990341668,"Batter",-1.06446156752084
93,"'04","P","Base","5","Red Sox","Derek Lowe","110","","Starter","","R",NA,NA,NA,NA,2,16,26,6,"'1-2","'3-5","'6-15","'16","'17","'18-19","'","'20-25","'","'26+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,3,10,1,1,2,0,1,0,0,1.95876187145384,2.15661968413177,0.395010271158587,0.421106693174288,0.556308499189751,0.624492229168219,0.951318770348338,1.04559892234251,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",-0.987130191943067
94,"'04","UL","PR","5","Diamondbacks","Oscar Villarreal","10","","Reliever","","R",NA,NA,NA,NA,1,15,24,1,"'1","'2-7","'8-11","'12-15","'16-17","'18-19","'","'20-23","'","'24+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",1,6,4,4,2,2,0,1,0,0,2.45671599407399,2.67574786324786,0.450218775677896,0.474145129224652,0.610287712445058,0.680911884434037,1.06050648812295,1.15505701365869,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",-2.02428939151039
95,"'05","UL","Base","5","Angels","Troy Glaus","260","","3B+1","","R",10,6,18,10,NA,NA,NA,NA,"'","'1-2","'3-4","'5-6","'7-11","'12-15","'","'16-17","'","'18+",NA,NA,NA,NA,1,NA,NA,"","","","","","","","","","",0,2,2,2,5,4,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0.290983204634363,0.287441774826038,0.356833105335157,0.350123031496063,0.560827188088378,0.547576536848335,0.917660293423535,0.897699568344398,"Batter",0.713827735776322
96,"'05","P","Base","5","White Sox","Aaron Rowand","530","","CF+1","","R",11,5,19,16,NA,NA,NA,NA,"'","'1","'2-3","'4-5","'6-7","'8-13","'14-15","'16-18","'","'19+",NA,NA,NA,NA,NA,NA,1,"","","","","","","","","","",0,1,2,2,2,6,2,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.360370698946173,0.355770153041532,0.401419288645691,0.394468503937008,0.597402546367864,0.584930717650715,0.998821835013555,0.979399221587723,"Batter",1.3008234528967
97,"'05","UL","TD","5","Brewers","Carlos Lee","460","","LF-RF+1","","R",11,6,19,13,NA,NA,NA,NA,"'","'1","'2-3","'4-6","'7-9","'10-15","'16","'17-18","'","'19+",NA,NA,NA,NA,NA,1,NA,"","","","","","","","","","",0,1,2,3,3,6,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0.331901661992586,0.327953777147342,0.382481190150479,0.375964566929134,0.547891177752931,0.536554411747777,0.93037236790341,0.912518978676911,"Batter",0.805767010575894
98,"'00","1st","Base","6","Angels","Troy Glaus","240","","3B+1","","R",7,4,1720,15,NA,NA,NA,NA,"'","'1-2","'","'3-4","'5-11","'12-14","'","'15-16","'","'17-20",NA,NA,NA,NA,1,NA,NA,"","","","","","","","","","",0,2,0,2,7,3,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.238201215578058,0.233851754251835,0.297765047879617,0.289606299212598,0.465896002583111,0.447971091150259,0.763661050462728,0.737577390362858,"Batter",-0.399962050455267
99,"'00","FS","Base","6","Angels","Troy Glaus","240","","3B+1","","R",7,4,1720,15,NA,NA,NA,NA,"'","'1-2","'","'3-4","'5-11","'12-14","'","'15-16","'","'17-20",NA,NA,NA,NA,1,NA,NA,"","","","","","","","","","",0,2,0,2,7,3,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0.238201215578058,0.233851754251835,0.297765047879617,0.289606299212598,0.465896002583111,0.447971091150259,0.763661050462728,0.737577390362858,"Batter",-0.399962050455267
100,"'00","1st","PR","6","Diamondbacks","Brian Anderson","420","","Starter","","L",NA,NA,NA,NA,5,15,NA,6,"'4-5","'1-3","'6-10","'11-15","'","'16-19","'","'20","'","'",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",2,3,5,5,0,4,0,1,0,0,1.64763990019858,1.80271211978529,0.354511092851274,0.378346587143804,0.484008855142378,0.539621808262409,0.838519947993652,0.917968395406213,NA,NA,NA,NA,NA,NA,NA,NA,"Starter",0.0354456931906133
101,"'01","1st","Base","6","Angels","Adam Kennedy","110","","2b+3","","L",6,3,20,20,NA,NA,NA,NA,"'","'","'1","'2-3","'","'4-12","'13-14","'15-17","'18-19","'20+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,0,1,2,0,9,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0.230796238483033,0.225075331080422,0.273555061559508,0.264768700787402,0.338940559651993,0.32392534294765,0.612495621211501,0.588694043735052,"Batter",-1.49325645823479
102,"'01","1st","PR","6","Athletics","Adam Piatt","170","","LF-RF+0","","R",8,5,1920,15,NA,NA,NA,NA,"'","'1-4","'","'5","'6-10","'11-17","'","'","'18","'19-20",NA,NA,NA,NA,NA,0,NA,"","","","","","","","","","",0,4,0,1,5,7,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0.260045273314284,0.255920626444044,0.316975034199726,0.309443897637795,0.415090212219479,0.402404483205079,0.732065246419205,0.711848380842875,"Batter",-0.628476705169551
103,"'02","UL","Base","6","Angels","Ben Molina","30","","C+7","","R",9,7,22,10,NA,NA,NA,NA,"'","'1","'2-4","'5-7","'8-9","'10-19","'","'20-21","'","'22+",7,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",0,1,3,3,2,10,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.270986195198674,0.26734611752043,0.317246922024624,0.310777559055118,0.31736818487805,0.309609932598886,0.634615106902674,0.620387491654004,"Batter",-1.33327867674793
104,"'02","UL","TD","6","Red Sox","Tony Clark","230","","1B+0","","S",11,6,20,12,NA,NA,NA,NA,"'","'1-3","'4-6","'","'7-9","'10-16","'","'17-19","'","'20+",NA,0,NA,NA,NA,NA,NA,"","","","","","","","","","",0,3,3,0,3,7,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.331901661992586,0.327953777147342,0.382481190150479,0.375964566929134,0.492190888061131,0.482131067606971,0.87467207821161,0.858095634536105,"Batter",0.40291818771086
105,"'02","UL","PR","6","Mariners","Shigetoshi Hasegawa","140","","Reliever","","R",NA,NA,NA,NA,5,16,26,1,"'1-3","'4-7","'8-12","'13-16","'17","'18-19","'","'20-25","'","'26+",NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","",3,4,5,4,1,2,0,1,0,0,1.38427556931187,1.53625669876142,0.315736442070666,0.341757786613651,0.414622637956027,0.473963913525567,0.730359080026692,0.815721700139218,NA,NA,NA,NA,NA,NA,NA,NA,"Reliever",0.425567250005473
